id,score_phrase,title,platform,score,genre,editors_choice,release_year,release_month,release_day
16716,Mediocre,A Valley Without Wind,PC,5.5,Adventure,N,2012,5,4
16717,Good,Awesomenauts,PlayStation 3,7.0,Shooter,N,2012,5,1
16718,Good,Ski Safari,iPhone,7.0,Sports,N,2012,5,1
16719,Good,Awesomenauts,Xbox 360,7.0,Shooter,N,2012,5,1
16720,Great,Mortal Kombat,PlayStation Vita,8.5,Fighting,N,2012,5,1
16721,Mediocre,Fable Heroes,Xbox 360,5.0,Action,N,2012,4,30
16722,Amazing,Botanicula,PC,9.0,Adventure,Y,2012,4,26
16723,Good,Prototype 2,PlayStation 3,7.0,Action,N,2012,4,24
16724,Amazing,Sword & Sworcery EP,PC,9.0,Adventure,Y,2012,4,24
16725,Mediocre,Babel Rising,Xbox 360,5.0,Strategy,N,2012,6,22
16726,Great,Quantum Conundrum,Xbox 360,8.0,Puzzle,N,2012,6,21
16727,Great,Quantum Conundrum,PlayStation 3,8.0,Puzzle,N,2012,6,21
16728,Mediocre,LEGO Batman 2: DC Super Heroes,Nintendo 3DS,5.5,"Action, Adventure",N,2012,6,21
16729,Great,Quantum Conundrum,PC,8.0,Puzzle,N,2012,6,21
16730,Mediocre,LEGO Batman 2: DC Super Heroes,PlayStation Vita,5.5,"Action, Adventure",N,2012,6,21
16731,Mediocre,Krater,PC,5.0,RPG,N,2012,6,20
16732,Great,Ratchet & Clank Collection,PlayStation 3,8.5,"Action, Compilation",N,2012,6,19
16733,Great,Ratchet & Clank Collection,PlayStation Vita,8.5,"Action, Compilation",N,2012,6,19
16734,Amazing,Sid Meier's Civilization V: Gods & Kings,PC,9.0,Strategy,Y,2012,6,19
16735,Amazing,Sid Meier's Civilization V: Gods & Kings,Macintosh,9.0,Strategy,Y,2012,6,19
16736,Awful,Steel Battalion: Heavy Armor,Xbox 360,3.0,"Action, Simulation",N,2012,6,19
16737,Great,LEGO Batman 2: DC Super Heroes,Wii,8.0,"Action, Adventure",N,2012,6,18
16738,Great,LEGO Batman 2: DC Super Heroes,Xbox 360,8.5,"Action, Adventure",Y,2012,6,18
16739,Great,LEGO Batman 2: DC Super Heroes,PlayStation 3,8.5,"Action, Adventure",Y,2012,6,18
16740,Amazing,Pokemon Conquest,Nintendo DS,9.0,"Strategy, RPG",Y,2012,6,15
16741,Mediocre,Lollipop Chainsaw,PlayStation 3,5.0,Action,N,2012,6,14
16742,Mediocre,Lollipop Chainsaw,Xbox 360,5.0,Action,N,2012,6,14
16743,Good,Sins of a Solar Empire: Rebellion,PC,7.5,Strategy,N,2012,6,13
16744,Good,Warlock: Master of the Arcane,PC,7.5,Strategy,N,2012,6,12
16745,Great,Dungeon Village,iPhone,8.0,Simulation,N,2012,6,12
16746,Amazing,Metal Gear Solid HD Collection,PlayStation Vita,9.0,"Action, Compilation",Y,2012,6,12
16747,Mediocre,Inversion,PC,5.5,Shooter,N,2012,6,5
16748,Mediocre,Inversion,Xbox 360,5.5,Shooter,N,2012,6,5
16749,Mediocre,Inversion,PlayStation 3,5.5,Shooter,N,2012,6,5
16750,Great,The Walking Dead: The Game -- Episode 2: Starved For Help,PC,8.5,Adventure,Y,2012,6,27
16751,Great,The Walking Dead: The Game -- Episode 2: Starved For Help,PlayStation 3,8.5,Adventure,Y,2012,6,27
16752,Good,Jeremy McGrath's Offroad,PlayStation 3,7.5,Racing,N,2012,6,27
16753,Great,The Walking Dead: The Game -- Episode 2: Starved For Help,Macintosh,8.5,Adventure,Y,2012,6,27
16754,Great,The Walking Dead: The Game -- Episode 2: Starved For Help,Xbox 360,8.5,Adventure,Y,2012,6,27
16755,Good,The Amazing Spider-Man,Nintendo 3DS,7.0,Action,N,2012,6,26
16756,Great,Spec Ops: The Line,PlayStation 3,8.0,Shooter,N,2012,6,26
16757,Good,The Amazing Spider-Man,Xbox 360,7.0,Action,N,2012,6,26
16758,Great,Spec Ops: The Line,Xbox 360,8.0,Shooter,N,2012,6,26
16759,Good,The Amazing Spider-Man,PlayStation 3,7.0,Action,N,2012,6,26
16760,Great,Penny Arcade's On the Rain-Slick Precipice of Darkness 3,Xbox 360,8.0,RPG,N,2012,6,25
16761,Great,Escape Goat,PC,8.0,Platformer,N,2012,6,25
16762,Great,Magic: The Gathering -- Duels of the Planeswalkers 2013,Xbox 360,8.5,"Card, Battle",Y,2012,6,25
16763,Great,Magic: The Gathering -- Duels of the Planeswalkers 2013,PC,8.5,"Card, Battle",Y,2012,6,25
16764,Great,Magic: The Gathering -- Duels of the Planeswalkers 2012,Xbox 360,8.5,"Card, Battle",Y,2012,6,25
16765,Great,Magic: The Gathering -- Duels of the Planeswalkers 2013,iPad,8.5,"Card, Battle",Y,2012,6,25
16766,Great,Virtua Fighter 5 Final Showdown,Arcade,8.5,Fighting,N,2012,6,25
16767,Great,Magic: The Gathering -- Duels of the Planeswalkers 2013,PlayStation 3,8.5,"Card, Battle",Y,2012,6,25
16768,Great,Virtua Fighter 5 Final Showdown,PlayStation 3,8.5,Fighting,N,2012,6,25
16769,Good,Heroes of Ruin,Nintendo 3DS,7.0,Adventure,N,2012,6,25
16770,Great,Penny Arcade's On the Rain-Slick Precipice of Darkness 3,PlayStation 3,8.0,RPG,N,2012,6,25
16771,Great,Penny Arcade's On the Rain-Slick Precipice of Darkness 3,PC,8.0,RPG,N,2012,6,25
16772,Great,Virtua Fighter 5 Final Showdown,Xbox 360,8.5,Fighting,N,2012,6,25
16773,Good,Tiny & Big: Grandpa's Leftovers,PC,7.5,Action,N,2012,6,22
16774,Mediocre,Babel Rising,PlayStation 3,5.0,Strategy,N,2012,6,22
16775,Great,ORC: Vengeance,iPhone,8.0,RPG,N,2012,8,7
16776,Great,New Super Mario Bros. 2,Nintendo 3DS,8.5,Platformer,N,2012,8,3
16777,Okay,MANOS: The Hands of Fate,iPhone,6.0,Platformer,N,2012,8,3
16778,Mediocre,The Expendables 2 Videogame,PlayStation 3,5.5,Shooter,N,2012,8,3
16779,Good,A Virus Named Tom,PC,7.0,"Puzzle, Action",N,2012,8,2
16780,Great,Fieldrunners 2,iPhone,8.5,Strategy,N,2012,7,30
16781,Great,Deadlight,Xbox 360,8.5,Action,N,2012,7,30
16782,Mediocre,Foosball 2012,PlayStation Vita,5.5,Board,N,2012,7,27
16783,Mediocre,Malicious,PlayStation 3,5.5,Action,N,2012,7,27
16784,Amazing,Orcs Must Die 2,PC,9.0,Strategy,Y,2012,7,27
16785,Mediocre,Foosball 2012,PlayStation 3,5.5,Board,N,2012,7,27
16786,Great,Art Academy: Lessons for Everyone,Nintendo 3DS,8.0,Productivity,N,2012,7,25
16787,Good,The Secret World,PC,7.0,RPG,N,2012,7,25
16788,Okay,"Freakyforms: Your Creations, Alive!",Nintendo 3DS,6.5,Productivity,N,2012,7,25
16789,Great,Dyad,PlayStation 3,8.5,"Racing, Action",Y,2012,7,13
16790,Good,Zuma's Revenge,Xbox 360,7.0,Puzzle,N,2012,7,11
16791,Great,LEGO Batman 2: DC Super Heroes,PC,8.5,"Action, Adventure",N,2012,7,6
16792,Great,NCAA Football 13,Xbox 360,8.0,Sports,N,2012,7,6
16793,Great,Endless Space,PC,8.0,Strategy,N,2012,7,6
16794,Great,NCAA Football 13,PlayStation 3,8.0,Sports,N,2012,7,6
16795,Mediocre,Anna,PC,5.5,Adventure,N,2012,7,24
16796,Great,Thomas Was Alone,PC,8.0,Platformer,N,2012,7,24
16797,Okay,Wreckateer,Xbox 360,6.5,Action,N,2012,7,23
16798,Good,Resonance,PC,7.0,Adventure,N,2012,7,23
16799,Amazing,Great Big War Game,iPhone,9.5,Strategy,Y,2012,7,23
16800,Okay,Railroad Story,iPhone,6.0,Strategy,N,2012,7,19
16801,Great,Asphalt 7: Heat,iPhone,8.0,Racing,N,2012,7,18
16802,Great,Tony Hawk's Pro Skater HD,Xbox 360,8.0,Sports,N,2012,7,18
16803,Good,Comedy Central's Indecision Game,iPhone,7.5,Simulation,N,2012,7,17
16804,Good,Brain Age: Concentration Training,Nintendo 3DS,7.8,"Educational, Puzzle",N,2013,2,8
16805,Great,Proteus,PC,8.5,Adventure,N,2013,2,8
16806,Good,Dead Space 3,PlayStation 3,7.8,"Action, Adventure",N,2013,2,7
16807,Good,Dead Space 3,Xbox 360,7.8,"Action, Adventure",N,2013,2,7
16808,Great,Apple Jack 2,Xbox 360,8.0,Platformer,N,2012,7,4
16809,Painful,Fray,PC,2.0,Action,N,2012,7,3
16810,Awful,Dungeon Twister,PlayStation 3,3.0,Board,N,2012,7,3
16811,Okay,Test Drive: Ferrari Racing Legends,PlayStation 3,6.5,Racing,N,2012,7,3
16812,Okay,Test Drive: Ferrari Racing Legends,Xbox 360,6.5,Racing,N,2012,7,3
16813,Okay,Test Drive: Ferrari Racing Legends,PC,6.5,Racing,N,2012,7,3
16814,Amazing,Spelunky,Xbox 360,9.0,Platformer,Y,2012,7,2
16815,Okay,Roller Coaster Rampage,PC,6.5,Simulation,N,2012,7,2
16816,Good,Comedy Central's Indecision Game,Android,7.5,Simulation,N,2012,7,17
16817,Great,Kingdom Hearts 3D: Dream Drop Distance,Nintendo 3DS,8.5,"Action, Adventure",Y,2012,7,17
16818,Good,Dead Space 3,PC,7.8,"Action, Adventure",N,2013,2,7
16819,Mediocre,Omerta: City of Gangsters,PC,5.2,"RPG, Simulation",N,2013,2,6
16820,Good,Ikachan,Nintendo 3DS,7.3,Adventure,N,2013,2,6
16821,Great,Sly Cooper: Thieves in Time,PlayStation Vita,8.0,Platformer,N,2013,2,5
16822,Great,Sly Cooper: Thieves in Time,PlayStation 3,8.0,Platformer,N,2013,2,5
16823,Great,Might and Magic: Clash of Heroes,iPhone,8.5,"Puzzle, Adventure",Y,2013,2,4
16824,Okay,Fluidity: Spin Cycle,Nintendo 3DS,6.0,Action,N,2013,1,31
16825,Great,Antichamber,Macintosh,8.6,Puzzle,Y,2013,1,31
16826,Great,Antichamber,PC,8.6,Puzzle,Y,2013,1,31
16827,Great,Rainbow Moon,PlayStation Vita,8.0,"Strategy, RPG",N,2012,6,30
16828,Great,Rainbow Moon,PlayStation 3,8.0,"Strategy, RPG",N,2012,6,30
16829,Good,London 2012: The Official Video Game of the Olympic Games,Xbox 360,7.0,Sports,N,2012,6,29
16830,Great,Fatal Frame: Deep Crimson Butterfly,Wii,8.5,Adventure,Y,2012,6,29
16831,Good,London 2012: The Official Video Game of the Olympic Games,PlayStation 3,7.0,Sports,N,2012,6,29
16832,Great,The Elder Scrolls V: Skyrim -- Dawnguard,Xbox 360,8.0,RPG,N,2012,6,28
16833,Amazing,Pixel People,iPhone,9.0,Simulation,Y,2013,1,30
16834,Amazing,Fire Emblem Awakening,Nintendo 3DS,9.6,"Strategy, RPG",Y,2013,1,30
16835,Good,Skulls of the Shogun,Xbox 360,7.0,Strategy,N,2013,1,30
16836,Great,Hitman HD Trilogy,Xbox 360,8.0,Compilation,N,2013,1,29
16837,Okay,Banana Kong,iPhone,6.0,Platformer,N,2013,1,29
16838,Great,Hitman HD Trilogy,PlayStation 3,8.0,Compilation,N,2013,1,29
16839,Great,Dungelot,iPhone,8.9,Puzzle,N,2013,1,25
16840,Great,Fieldrunners 2,PC,8.1,Strategy,N,2013,1,25
16841,Mediocre,Corpse Party: Book of Shadows,PlayStation Portable,5.8,Adventure,N,2013,1,23
16842,Great,The Elder Scrolls V: Skyrim -- Dawnguard,PC,8.0,RPG,N,2012,6,28
16843,Great,The Elder Scrolls V: Skyrim -- Dawnguard,PlayStation 3,8.0,RPG,N,2012,6,28
16844,Great,Theatrhythm Final Fantasy,Nintendo 3DS,8.5,"Music, Action",Y,2012,6,28
16845,Good,Jeremy McGrath's Offroad,Xbox 360,7.5,Racing,N,2012,6,27
16846,Great,The Walking Dead: The Game -- Episode 2: Starved For Help,iPad,8.5,Adventure,Y,2012,6,27
16847,Good,The Cave,Wii U,7.9,Adventure,N,2013,1,22
16848,Good,The Cave,PlayStation 3,7.9,Adventure,N,2013,1,22
16849,Good,The Cave,Xbox 360,7.9,Adventure,N,2013,1,22
16850,Amazing,Tomb Raider,Xbox 360,9.1,Action,Y,2013,2,25
16851,Amazing,Bit.Trip Presents: Runner 2 Future Legend of Rhythm Alien,PlayStation 3,9.0,Platformer,Y,2013,2,25
16852,Amazing,Bit.Trip Presents: Runner 2 Future Legend of Rhythm Alien,iPhone,9.0,Platformer,Y,2013,2,25
16853,Amazing,Tomb Raider,PlayStation 3,9.1,Action,Y,2013,2,25
16854,Great,Gunman Clive,Nintendo 3DS,8.7,Platformer,N,2013,2,22
16855,Okay,Puddle,Wii U,6.8,Puzzle,N,2013,2,22
16856,Good,Dynasty Warriors 7: Empires,PlayStation 3,7.5,Action,N,2013,2,22
16857,Okay,Retrovirus,PC,6.6,Shooter,N,2013,2,20
16858,Bad,Akaneiro: Demon Hunters,PC,4.5,RPG,N,2013,2,19
16859,Great,Crysis 3,PlayStation 3,8.5,Shooter,N,2013,2,19
16860,Good,Relic Rush,iPhone,7.0,Puzzle,N,2013,2,19
16861,Great,Crysis 3,Xbox 360,8.5,Shooter,N,2013,2,19
16862,Great,Crysis 3,PC,8.5,Shooter,N,2013,2,19
16863,Great,HarmoKnight,Nintendo 3DS,8.5,Platformer,Y,2013,3,28
16864,Amazing,Need for Speed Most Wanted U,Wii U,9.0,"Racing, Action",Y,2013,3,26
16865,Great,Super House of Dead Ninjas,PC,8.3,Action,N,2013,3,26
16866,Bad,Major League Baseball 2K13,Xbox 360,4.5,Sports,N,2013,3,25
16867,Great,Year Walk,iPhone,8.0,Adventure,N,2013,3,21
16868,Amazing,Luigi's Mansion: Dark Moon,Nintendo 3DS,9.3,Platformer,Y,2013,3,21
16869,Okay,Atelier Ayesha: The Alchemist of Dusk,PlayStation 3,6.2,RPG,N,2013,3,15
16870,Great,Dead Space 3: Awakened,Xbox 360,8.2,"Action, Adventure",N,2013,3,15
16871,Great,Dead Space 3: Awakened,PlayStation 3,8.2,"Action, Adventure",N,2013,3,15
16872,Great,LEGO City: Undercover,Wii U,8.0,Adventure,N,2013,3,14
16873,Great,Metal Gear Rising: Revengeance,PlayStation 3,8.5,Action,N,2013,2,18
16874,Great,Metal Gear Rising: Revengeance,Xbox 360,8.5,Action,N,2013,2,18
16875,Awful,Fist of the North Star: Ken's Rage 2,PlayStation 3,3.7,Action,N,2013,2,15
16876,Good,Bientot L'ete,Macintosh,7.0,Adventure,N,2013,2,15
16877,Good,Bientot L'ete,PC,7.0,Adventure,N,2013,2,15
16878,Bad,Special Forces: Team X,PC,4.5,Shooter,N,2013,2,15
16879,Bad,Special Forces: Team X,Xbox 360,4.5,Shooter,N,2013,2,15
16880,Awful,Let's Fish! Hooked On,PlayStation Vita,3.4,Hunting,N,2013,2,14
16881,Bad,Dungeonland,PC,4.6,"Action, Adventure",N,2013,2,14
16882,Bad,The Walking Dead: Survival Instinct,PlayStation 3,4.5,Shooter,N,2013,3,21
16883,Amazing,BioShock Infinite,PC,9.5,Shooter,Y,2013,3,21
16884,Amazing,BioShock Infinite,Xbox 360,9.4,Shooter,Y,2013,3,21
16885,Bad,The Walking Dead: Survival Instinct,Xbox 360,4.5,Shooter,N,2013,3,21
16886,Bad,The Walking Dead: Survival Instinct,PC,4.5,Shooter,N,2013,3,21
16887,Bad,The Walking Dead: Survival Instinct,Wii U,4.5,Shooter,N,2013,3,21
16888,Amazing,BioShock Infinite,PlayStation 3,9.4,Shooter,Y,2013,3,21
16889,Great,Naruto Shippuden: Ultimate Ninja Storm 3,PlayStation 3,8.6,Fighting,N,2013,3,20
16890,Good,God of War: Ascension,PlayStation 3,7.8,Action,N,2013,3,14
16891,Great,Ridiculous Fishing: A Tale of Redemption,iPhone,8.0,Hunting,N,2013,3,14
16892,Good,The Banner Saga: Factions,PC,7.8,"Strategy, RPG",N,2013,3,14
16893,Good,SimCity,PC,7.0,Simulation,N,2013,3,13
16894,Bad,Dollar Dash,Xbox 360,4.8,Action,N,2013,3,8
16895,Amazing,Mass Effect 3: Citadel,Xbox 360,9.1,RPG,N,2013,3,8
16896,Great,Naruto: Powerful Shippuden,Nintendo 3DS,8.0,"Fighting, Action",N,2013,3,8
16897,Bad,Dollar Dash,PC,4.8,Action,N,2013,3,8
16898,Amazing,Mass Effect 3: Citadel,PC,9.1,RPG,N,2013,3,8
16899,Bad,Aliens: Colonial Marines,Xbox 360,4.5,Shooter,N,2013,2,12
16900,Mediocre,Aliens: Colonial Marines,PC,5.0,Shooter,N,2013,2,12
16901,Bad,Aliens: Colonial Marines,PlayStation 3,4.5,Shooter,N,2013,2,12
16902,Great,Naruto Shippuden: Ultimate Ninja Storm 3,Xbox 360,8.6,Fighting,N,2013,3,20
16903,Okay,Sonic Dash,Android,6.1,Action,N,2013,3,20
16904,Okay,Sonic Dash,iPhone,6.1,Action,N,2013,3,20
16905,Great,StarCraft II: Heart of the Swarm,PC,8.6,Strategy,N,2013,3,19
16906,Mediocre,Sniper: Ghost Warrior 2,PC,5.0,Shooter,N,2013,3,19
16907,Great,Super Stickman Golf 2,iPhone,8.2,Sports,N,2013,3,18
16908,Okay,The Showdown Effect,PC,6.0,Action,N,2013,3,18
16909,Amazing,Mass Effect 3: Citadel,PlayStation 3,9.1,RPG,N,2013,3,8
16910,Good,MLB 13: The Show,PlayStation Vita,7.6,Sports,N,2013,3,7
16911,Bad,Castlevania: Lords of Shadow -- Mirror of Fate,Nintendo 3DS,4.7,Action,N,2013,3,5
16912,Great,MLB 13: The Show,PlayStation 3,8.8,Sports,N,2013,3,5
16913,Okay,Ninja Gaiden Sigma 2 Plus,PlayStation Vita,6.0,Action,N,2013,3,5
16914,Amazing,Etrian Odyssey IV: Legends of the Titan,Nintendo 3DS,9.0,RPG,N,2013,3,4
16915,Amazing,Real Racing 3,iPhone,9.1,Racing,Y,2013,2,27
16916,Good,March of the Eagles,PC,7.9,Strategy,N,2013,2,27
16917,Amazing,Bit.Trip Presents: Runner 2 Future Legend of Rhythm Alien,PC,9.0,Platformer,Y,2013,2,25
16918,Mediocre,Defiance,PC,5.9,Action,N,2013,4,17
16919,Good,Dishonored: The Knife of Dunwall,PlayStation 3,7.5,Action,N,2013,4,17
16920,Good,Dishonored: The Knife of Dunwall,PC,7.5,Action,N,2013,4,17
16921,Great,Injustice: Gods Among Us,Xbox 360,8.2,Fighting,N,2013,4,16
16922,Great,Injustice: Gods Among Us,PlayStation 3,8.2,Fighting,N,2013,4,16
16923,Good,Devil Summoner: Soul Hackers,Nintendo 3DS,7.8,RPG,N,2013,4,16
16924,Amazing,Gears of War: Judgment,Xbox 360,9.2,Shooter,N,2013,3,17
16925,Great,Monster Hunter 3 Ultimate,Wii U,8.8,Action,N,2013,3,17
16926,Great,Monster Hunter 3 Ultimate,Nintendo 3DS,8.8,Action,N,2013,3,17
16927,Great,Dead Space 3: Awakened,PC,8.2,"Action, Adventure",N,2013,3,15
16928,Amazing,Bit.Trip Presents: Runner 2 Future Legend of Rhythm Alien,Wii U,9.0,Platformer,Y,2013,2,25
16929,Amazing,Tomb Raider,PC,9.1,Action,Y,2013,2,25
16930,Amazing,Bit.Trip Presents: Runner 2 Future Legend of Rhythm Alien,Xbox 360,9.0,Platformer,Y,2013,2,25
16931,Good,Cities in Motion 2,PC,7.5,Simulation,N,2013,4,11
16932,Good,Atelier Totori Plus: The Adventurer of Arland,PlayStation Vita,7.8,RPG,N,2013,4,9
16933,Amazing,Guacamelee!,PlayStation 3,9.0,"Platformer, Action",Y,2013,4,8
16934,Amazing,Guacamelee!,PlayStation Vita,9.0,"Platformer, Action",Y,2013,4,8
16935,Great,Toki Tori 2,Wii U,8.0,"Puzzle, Adventure",N,2013,4,5
16936,Amazing,Terraria,PlayStation 3,9.0,"Action, RPG",Y,2013,4,4
16937,Good,BattleBlock Theater,Xbox 360,7.8,Platformer,N,2013,4,4
16938,Amazing,Terraria,Xbox 360,9.0,"Action, RPG",Y,2013,4,4
16939,Great,Tiger Woods PGA Tour 14,Xbox 360,8.0,Sports,N,2013,4,3
16940,Good,Warframe,PC,7.0,Shooter,N,2013,4,3
16941,Great,Tiger Woods PGA Tour 14,PlayStation 3,8.0,Sports,N,2013,4,3
16942,Okay,Slender: The Arrival,PC,6.5,Adventure,N,2013,4,3
16943,Mediocre,Hyperdimension Neptunia Victory,PlayStation 3,5.4,RPG,N,2013,4,1
16944,Mediocre,Army of Two: The Devil's Cartel,Xbox 360,5.0,Shooter,N,2013,3,29
16945,Great,Incredipede,Macintosh,8.5,"Puzzle, Adventure",Y,2013,3,29
16946,Great,Darkstalkers Resurrection,PlayStation 3,8.4,Fighting,N,2013,3,29
16947,Great,Darkstalkers Resurrection,Xbox 360,8.4,Fighting,N,2013,3,29
16948,Mediocre,Army of Two: The Devil's Cartel,PlayStation 3,5.0,Shooter,N,2013,3,29
16949,Great,Incredipede,PC,8.5,"Puzzle, Adventure",Y,2013,3,29
16950,Amazing,The Swapper,PlayStation Vita,9.3,Platformer,Y,2013,6,1
16951,Amazing,The Swapper,PlayStation 3,9.3,Platformer,Y,2013,6,1
16952,Amazing,The Swapper,PC,9.3,Platformer,Y,2013,6,1
16953,Great,Impossible Road,iPhone,8.4,,N,2013,5,31
16954,Good,Tomb Breaker,iPhone,7.5,Puzzle,N,2013,5,30
16955,Great,Star Wars Knights of the Old Republic,iPad,8.8,RPG,N,2013,5,30
16956,Amazing,Fez,PC,9.5,Platformer,Y,2013,5,1
16957,Amazing,Fez,PlayStation 3,9.5,Platformer,Y,2013,5,1
16958,Good,Robot Unicorn Attack 2,iPhone,7.9,Action,N,2013,5,1
16959,Good,Guilty Gear XX Accent Core Plus R,PlayStation Vita,7.9,Fighting,N,2013,5,1
16960,Good,Telltale Games' Poker Night 2,PC,7.5,Card,N,2013,4,30
16961,Good,Telltale Games' Poker Night 2,Macintosh,7.5,Card,N,2013,4,30
16962,Mediocre,Dust 514,PlayStation 3,5.8,Shooter,N,2013,5,30
16963,Mediocre,Ratchet & Clank: Full Frontal Assault,PlayStation Vita,5.7,Action,N,2013,5,29
16964,Great,Grid 2,Xbox 360,8.0,Racing,N,2013,5,28
16965,Great,Grid 2,PC,8.0,Racing,N,2013,5,28
16966,Great,Grid 2,PlayStation 3,8.0,Racing,N,2013,5,28
16967,Great,Fallen Enchantress: Legendary Heroes,PC,8.0,Strategy,N,2013,5,28
16968,Okay,Fuse,Xbox 360,6.5,Action,N,2013,5,28
16969,Okay,Fuse,PlayStation 3,6.5,Action,N,2013,5,28
16970,Okay,Iron Man 3: The Official Game,iPhone,6.6,Action,N,2013,4,30
16971,Good,Soul Sacrifice,PlayStation Vita,7.7,Action,N,2013,4,30
16972,Mediocre,Sacred Citadel,PC,5.9,Action,N,2013,4,30
16973,Great,Far Cry 3: Blood Dragon,PC,8.0,Shooter,N,2013,4,30
16974,Great,Far Cry 3: Blood Dragon,Xbox 360,8.0,Shooter,N,2013,4,30
16975,Great,Far Cry 3: Blood Dragon,PlayStation 3,8.0,Shooter,N,2013,4,30
16976,Good,Telltale Games' Poker Night 2,Xbox 360,7.5,Card,N,2013,4,30
16977,Good,Dragon's Dogma: Dark Arisen,Xbox 360,7.9,"Action, RPG",N,2013,4,30
16978,Mediocre,Sacred Citadel,Xbox 360,5.9,Action,N,2013,4,30
16979,Okay,Thunder Wolves,PC,6.7,"Flight, Action",N,2013,5,27
16980,Painful,Fast & Furious: Showdown,PlayStation 3,2.5,Racing,N,2013,5,24
16981,Painful,Fast & Furious: Showdown,Xbox 360,2.5,Racing,N,2013,5,24
16982,Good,Call of Juarez: Gunslinger,Xbox 360,7.5,Shooter,N,2013,5,24
16983,Good,Call of Juarez: Gunslinger,PlayStation 3,7.5,Shooter,N,2013,5,24
16984,Good,Call of Juarez: Gunslinger,PC,7.5,Shooter,N,2013,5,24
16985,Okay,Reus,PC,6.8,Simulation,N,2013,5,23
16986,Good,Resident Evil Revelations,PlayStation 3,7.5,"Action, Adventure",N,2013,5,20
16987,Good,Dragon's Dogma: Dark Arisen,PlayStation 3,7.9,"Action, RPG",N,2013,4,30
16988,Mediocre,The Other Brothers,iPhone,5.6,Platformer,N,2013,4,29
16989,Bad,Star Trek: The Game,PC,4.2,Action,N,2013,4,26
16990,Bad,Star Trek: The Game,Xbox 360,4.2,Action,N,2013,4,26
16991,Bad,Star Trek: The Game,PlayStation 3,4.2,Action,N,2013,4,26
16992,Okay,Teenage Mutant Ninja Turtles: Rooftop Run,iPhone,6.8,Platformer,N,2013,4,25
16993,Okay,Fish Out of Water,iPhone,6.9,Action,N,2013,4,25
16994,Good,Deadly Premonition: The Director's Cut,PlayStation 3,7.0,"Action, Adventure",N,2013,4,25
16995,Okay,Dillon's Rolling Western: The Last Ranger,Nintendo 3DS,6.7,Adventure,N,2013,4,24
16996,Okay,LEGO City Undercover: The Chase Begins,Nintendo 3DS,6.3,Adventure,N,2013,4,24
16997,Amazing,Monaco,Xbox 360,9.0,Action,Y,2013,4,24
16998,Amazing,Monaco,PC,9.0,Action,Y,2013,4,24
16999,Okay,Assassin's Creed III -- The Tyranny of King Washington,Wii U,6.8,"Action, Adventure",N,2013,4,23
17000,Okay,Assassin's Creed III -- The Tyranny of King Washington,PlayStation 3,6.8,"Action, Adventure",N,2013,4,23
17001,Great,Donkey Kong Country Returns 3D,Nintendo 3DS,8.9,Platformer,Y,2013,5,17
17002,Great,Anomaly 2,PC,8.0,Strategy,N,2013,5,15
17003,Great,Sanctum 2,PC,8.5,Strategy,N,2013,5,15
17004,Great,Sanctum 2,Xbox 360,8.5,Strategy,N,2013,5,15
17005,Good,Resident Evil Revelations,Xbox 360,7.5,"Action, Adventure",N,2013,5,20
17006,Good,Resident Evil Revelations,PC,7.5,"Action, Adventure",N,2013,5,20
17007,Good,Resident Evil Revelations,Wii U,7.5,"Action, Adventure",N,2013,5,20
17008,Good,The Sushi Spinnery,iPhone,7.4,Simulation,N,2013,4,24
17009,Mediocre,Dungeon Hunter 4,iPhone,5.5,Adventure,N,2013,4,24
17010,Okay,Assassin's Creed III -- The Tyranny of King Washington,Xbox 360,6.8,"Action, Adventure",N,2013,4,23
17011,Okay,God Mode,PC,6.7,Shooter,N,2013,4,23
17012,Good,Mr. Crab,iPhone,7.8,Platformer,N,2013,4,23
17013,Okay,Assassin's Creed III -- The Tyranny of King Washington,PC,6.8,"Action, Adventure",N,2013,4,23
17014,Okay,God Mode,Xbox 360,6.7,Shooter,N,2013,4,23
17015,Good,Dead Island Riptide,Xbox 360,7.2,Action,N,2013,4,22
17016,Good,Dead Island Riptide,PC,7.2,Action,N,2013,4,22
17017,Good,Dead Island Riptide,PlayStation 3,7.2,Action,N,2013,4,22
17018,Good,Surgeon Simulator 2013,PC,7.8,Simulation,N,2013,4,22
17019,Good,Metro: Last Light,PC,7.7,Shooter,N,2013,5,14
17020,Good,Mario and Donkey Kong: Minis on the Move,Nintendo 3DS,7.0,Action,N,2013,5,14
17021,Awful,LEGO Star Wars: The Yoda Chronicles,iPhone,3.0,Action,N,2013,5,14
17022,Good,Zoombies: Animales de la Muerte,iPhone,7.5,"Puzzle, Action",N,2013,5,13
17023,Good,Metro: Last Light,PlayStation 3,7.2,Shooter,N,2013,5,13
17024,Good,Metro: Last Light,Xbox 360,7.2,Shooter,N,2013,5,13
17025,Bad,StarDrive,PC,4.5,Strategy,N,2013,5,13
17026,Good,Leviathan: Warships,PC,7.7,Strategy,N,2013,5,11
17027,Great,Thomas Was Alone,PlayStation 3,8.0,Platformer,N,2013,4,22
17028,Great,Thomas Was Alone,PlayStation Vita,8.0,Platformer,N,2013,4,22
17029,Good,Star Wars: The Old Republic -- Rise of the Hutt Cartel,PC,7.6,RPG,N,2013,4,21
17030,Amazing,Star Wars: The Old Republic,PC,9.0,RPG,Y,2013,4,21
